ID,Topic,Output
59,good_check_in,"1. Support 1: instructions left  
   Contrary 1: No evident not instructions left  

2. Support 2: easy access  
   Contrary 2: No evident not easy access  

3. Support 3: clear instructions  
   Contrary 3: No evident not clear instructions  

4. Support 4: made easy  
   Contrary 4: No evident not made easy  

5. Support 5: very easy  
   Contrary 5: No evident not very easy  

6. Support 6: to check-in  
   Contrary 6: No evident not to check-in  

7. Support 7: late at night  
   Contrary 7: No evident not late at night"
60,good_check_in,"1. **Support**: clear_instructions_to_access_room  
   **Contrary**: no_evident_not_clear_instructions_to_access_room  

2. **Support**: left_access  
   **Contrary**: no_evident_not_left_access"
71,good_check_in,"Here is the text converted into Assumption-Based Argumentation (ABA) format based on your instructions:

1. **Support**: very  
2. **Contrary**: no evident not very  

This completes the conversion of the given text into ABA format, adhering to all specified conditions."
72,good_check_in,"1. **Support**: very  
   - **Contrary**: no evident not very  

2. **Support**: clear  
   - **Contrary**: no evident not clear"
89,good_check_in,"1. Support: sent_in_advance  
   Contrary: no_evident_not_sent_in_advance  

2. Support: absolutely_perfect  
   Contrary: no_evident_not_absolutely_perfect"
92,good_check_in,"1. **Supports**:  
   - late night  
   - check_in  
   - super  
   - comfortable  

2. **Contraries**:  
   - no evident not late night  
   - no evident not check_in  
   - no evident not super  
   - no evident not comfortable"
110,good_check_in,"Support: easy  
Contrary: no evident not easy"
140,good_check_in,"1. easy  
2. self  
3. no evident not easy  
4. no evident not self"
152,bad_check_in,"Here is the structured ABA format based on your instructions:

1. **Claim**: bad_check_in  
2. **Supports and Contraries**:
   - **No keys given on late check-in.**
     - **Contrary**: Have evident no keys given on late check-in.
   - **Door locked on late check-in.**
     - **Contrary**: Have evident door locked on late check-in.

This format adheres to the specified conditions, ensuring clarity and correctness in each argument and its corresponding counterargument."
153,good_check_in,"- **Support**: friendly staff  
  - **Contrary**: no evident not friendly staff  

- **Support**: quick_check_in  
  - **Contrary**: no evident not quick_check_in"
158,good_check_in,"1. easy_check_in  
   - easy  
     - no evident not easy  
   - check  
     - no evident not check  
   - in  
     - no evident not in"
163,good_check_in,"- easy  
  - no evident not easy  
- late night check in  
  - no evident not late night check in"
185,good_check_in,"1. clear instructions  
2. no evident not clear instructions"
190,good_check_in,"1. self_check_in  
2. worked_well  
3. no_evident_not_self_check_in  
4. no_evident_not_worked_well"
214,good_check_in,"Supports and Contraries:  
1. Support: I arrived late at night.  
   Contrary: No evident not I arrived late at night.  

2. Support: The hotel made sure I could check in.  
   Contrary: No evident not The hotel made sure I could check in."
220,good_check_in,"1. Good communication  
2. No evident not good communication"
221,good_check_in,"1. Support: arrived_later_than_planned  
   Contrary: no_evident_not_arrived_later_than_planned  

2. Support: flight_issues  
   Contrary: no_evident_not_flight_issues  

3. Support: aware  
   Contrary: no_evident_not_aware  

4. Support: had_tracked_flight  
   Contrary: no_evident_not_had_tracked_flight"
227,good_check_in,"1. **Support**: late  
   - **Contrary**: no evident not late  

2. **Support**: check  
   - **Contrary**: no evident not check  

3. **Support**: simple  
   - **Contrary**: no evident not simple"
232,good_check_in,"1. **Support**: instructions  
2. **Contrary**: no evident not instructions"
