ID,Topic,Output
1,good_food,"Supports:
1. tasty
2. food
3. first_floor
4. comfortable
5. restaurant
6. cozy_evenings
7. calm_work
8. escape
9. midday

Contraries:
1. no evident not tasty
2. no evident not food
3. no evident not first_floor
4. no evident not comfortable
5. no evident not restaurant
6. no evident not cozy_evenings
7. no evident not calm_work
8. no evident not escape
9. no evident not midday"
2,good_food,"Supports:
- Amazing
- Fresh
- Handmade
- Vegetarian version
- Humus
- Cook is great
- Staff were very kind and helpful

Contraries:
- No evident not amazing
- No evident not fresh
- No evident not handmade
- No evident not vegetarian version
- No evident not humus
- No evident not cook is great
- No evident not staff were very kind and helpful"
11,good_food,"1. Good  
   - No evident not good  

2. Affordable  
   - No evident not affordable"
12,good_food,"1. Good  
   - no evident not good  

2. included  
   - no evident not included"
16,good_food,"Here is the structured ABA format based on the given text, following all specified conditions:

**Supports:**
1. The food is tasty.
2. Made with careful preparation.
3. They pay attention to details.
4. Olive oil galore used in the food.
5. Herbs are present.

**Contraries:**
1. No evident not (the food is tasty).
2. No evident not (made with careful preparation).
3. No evident not (they pay attention to details).
4. No evident not (olive oil galore used in the food).
5. No evident not (herbs are present).

This format ensures each support has a corresponding contrary, structured as per the instructions."
18,good_food,"- Claim: good_food
  - Support: Meals are well prepared.
    - Contrary: no evident not well prepared.
  - Support: Meals have good value.
    - Contrary: no evident not good value."
21,good_food,"Here is the structured ABA format based on your requirements:

**Supports:**
- breakfast
- dinner
- delicious

**Contraries:**
- no evident not breakfast
- no evident not dinner
- no evident not delicious"
22,bad_food,"1. [Support]: bad_food  
   [Contrary]: have evident stodgy  

2. [Support]: bad_food  
   [Contrary]: have evident stodgy"
22,good_food,"Supports:
- The restaurant area is good.

Contraries:
- No evident not good."
26,good_food,"Here is the structured ABA format based on the given text:

**Supports:**
1. The food is good.
2. The food is cheap.

**Contraries:**
1. No evident not the food is good.
2. No evident not the food is cheap.

This presentation adheres to all specified conditions, ensuring clarity and conciseness while maintaining the original vocabulary from the text."
31,good_food,"Here is the structured ABA format based on the provided text:

**Supports:**
1. restaurant
2. food excellent
3. food reasonably priced

**Contraries:**
1. no evident not restaurant
2. no evident not food excellent
3. no evident not food reasonably priced"
33,good_food,"1. Breakfast
   - No evident not breakfast
2. Save your time
   - No evident not save your time"
36,bad_food,"Here is the structured ABA format based on your requirements:

1. **Supports:**
   - No opening times
   - No closing times

2. **Contraries:**
   - Have evident no opening times
   - Have evident no closing times"
36,good_food,"1. Support: polite  
   Contrary: No evident not polite  

2. Support: excellent food  
   Contrary: No evident not excellent food  

3. Support: passion  
   Contrary: No evident not passion"
41,good_food,"Supports:
1. breakfast
2. very

Contraries:
1. no evident not nice breakfast
2. no evident not good food"
45,good_food,"1. Good food  
2. Reasonably priced  
3. Easy choice compared to usual  
4. No evident not good food  
5. No evident not reasonably priced  
6. No evident not easy choice compared to usual"
53,good_food,"1. Delicious  
   No evident not delicious  

2. Breakfasts  
   No evident not breakfasts"
56,bad_food,"1. Support: 7  
2. Contrary: have evident 7  
3. Support: 8  
4. Contrary: have evident 8"
61,good_food,"- good_food
  - food
    - no evident not food
  - range
    - no evident not range
  - offered
    - no evident not offered"
62,good_food,"1. Restaurant - no evident not restaurant  
2. Site - no evident not site"
64,good_food,"Here is the structured ABA format based on the given conditions:

**Supports:**
1. They made us a pizza.
2. Pizza was really nice.

**Contraries:**
1. No evident not they made us a pizza.
2. No evident not pizza was really nice."
66,good_food,"- Claim: good_food  
  Supports:  
    chic  
    no evident not chic"
74,good_food,"Here is the structured ABA format based on your requirements:

- **Supports**:
  - restaurant
  - delicious

- **Contraries**:
  - No evident not restaurant
  - No evident not delicious

This list adheres to all specified conditions, ensuring clarity and precision without introducing any additional information or assumptions."
80,good_food,"Here is the structured ABA format based on your requirements:

**Supports:**
1. delicious
2. inexpensive

**Contraries:**
1. no evident not delicious
2. no evident not inexpensive"
84,good_food,"Here is the structured ABA format based on your requirements:

1. **Supports:**
   - very good
   - plenty of selection

2. **Contraries:**
   - No evident not very good
   - No evident not plenty of selection

This list adheres to all specified conditions, ensuring clarity and precision in the ABA format."
86,good_food,"Here is the structured ABA format based on your requirements:

- **Supports:**
  - breakfast
  - excellent

- **Contraries:**
  - No evident not breakfast
  - No evident not excellent"
87,good_food,"Supports:
1. food
2. delicious

Contraries:
1. no evident not food
2. no evident not delicious"
93,good_food,"- Support: nice restaurant  
  Contrary: No evident not nice restaurant.  

- Support: nice offer  
  Contrary: No evident not nice offer."
94,good_food,"- Support: very tasty food  
  Contrary: No evident not very tasty food.  

- Support: super service  
  Contrary: No evident not super service."
97,good_food,"Here is the text in Assumption-Based Argumentation (ABA) format based on your conditions:

- **Supports**:  
  - food  
  - excellent  

- **Contraries**:  
  - no evident not food  
  - no evident not excellent"
107,good_food,"Here is the structured ABA format based on your requirements:

- **Supports:**
  - breakfast
  - excellent

- **Contraries:**
  - No evident not breakfast
  - No evident not excellent"
112,good_food,"Here is the structured ABA format based on your requirements:

- **Supports:**
  - nice
  - food is good
  - good food
  - good service

- **Contraries:**
  - no evident not nice
  - no evident not food is good
  - no evident not good food
  - no evident not good service"
118,good_food,"- good
  - no evident not good
- 10/10
  - no evident not 10/10"
126,good_food,"Here is the structured ABA format based on your requirements:

- **Support**: tasty  
- **Contrary**: no evident not tasty  

This list adheres to all specified conditions, ensuring clarity and conciseness while accurately reflecting the original statement's meaning."
132,good_food,"1. Support: delicious  
   Contrary: No evident not delicious  

2. Support: freshly prepared  
   Contrary: No evident not freshly prepared"
134,good_food,"- Support: chef  
  Contrary: no evident not chef"
139,good_food,"Here is the structured ABA format based on the given conditions:

- nice
  - no evident not nice
- restaurant
  - no evident not restaurant
- at
  - no evident not at
- hotel
  - no evident not hotel
- with
  - no evident not with
- external
  - no evident not external
- balcony
  - no evident not balcony"
140,good_food,"- **Supports**:  
  - good_breakfast  

- **Contraries**:  
  - no_evident_not_good_breakfast"
145,good_food,"1. Ate rich breakfast  
2. Ate various local food  
3. No evident not ate rich breakfast  
4. No evident not ate various local food"
153,good_food,"[ERROR] ReadTimeout: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=180)"
155,good_food,"Supports:
1. fresh
2. made
3. prepare
4. chef

Contraries:
no evident not fresh
no evident not made
no evident not prepare
no evident not chef"
158,good_food,"Here is the structured ABA format based on the given text:

- **Claim**: good_food  
  - **Support**: amazing  
    - **Contrary**: no evident not amazing  
  - **Support**: breakfasts  
    - **Contrary**: no evident not breakfasts"
162,good_food,"ABA Format:

- Supports: delicious, breakfast  
- Contraries: no evident not delicious, no evident not breakfast"
167,good_food,"Here is the structured ABA format based on your requirements:

- **Supports:**
  - food is good
  - food is excellent

- **Contraries:**
  - No evident not food is good
  - No evident not food is excellent"
168,good_food,"ABA Format:

1. Must try
   - No evident not must try

2. Pretty delicious
   - No evident not pretty delicious"
169,good_food,"Here is the ABA formatted text based on your instructions:

1. Support: We ate 2 meals  
   Contrary: No evident not we ate 2 meals  

2. Support: both were delish  
   Contrary: No evident not both were delish  

3. Support: the service was great  
   Contrary: No evident not the service was great"
170,good_food,"1. Good_food: excellent  
   No evident not excellent  

2. Good_food: best  
   No evident not best"
180,good_food,"1. Delicious, no evident not delicious
2. Great, no evident not great"
183,good_food,"Supports:
1. The food is good.
2. The food is excellent.

Contraries:
1. No evident not the food is good.
2. No evident not the food is excellent."
184,good_food,"Here is the text reformatted according to your instructions:

**Supports:**
1. kind  
2. friendliness  
3. delicious  
4. jasmine burger  

**Contraries:**  
1. no evident not kind  
2. no evident not friendliness  
3. no evident not delicious  
4. no evident not jasmine burger"
185,good_food,"Here is the structured ABA format based on the given text:

**Supports and Contraries List:**

1. **Breakfast**
   - No evident not breakfast

2. **Served**
   - No evident not served

3. **Until noon**
   - No evident not until noon"
190,good_food,"- good_food: excellent_breakfast  
  - no_evident_not_excellent_breakfast"
198,good_food,"**ABA Format Text:**

- **Supports:**
  - Richard as the head of Hotel's restaurant cooks with passion.
  - He makes almost everything from scratch.
  - So fresh and good-looking.
  - He makes a simple breakfast amazing.
  - His lunch table looks like a feast.

- **Contraries:**
  - No evident not cooking with passion.
  - No evident not making almost everything from scratch.
  - No evident not being so fresh and good-looking.
  - No evident not making a simple breakfast amazing.
  - No evident not looking like a feast."
200,good_food,"1. food is good  
   No evident not food is good  

2. club sandwich is great  
   No evident not club sandwich is great"
209,good_food,"Here is the structured ABA format based on your requirements:

1. Support: we loved the breakfast  
   Contrary: no evident not we loved the breakfast  

2. Support: we loved the breakfast  
   Contrary: no evident not we loved the breakfast"
211,good_food,"ABA Format:

- Claim: good_food
- Supports:
  - large size
  - delicious
- Contraries:
  - No evident not large size
  - No evident not delicious"
213,good_food,"- Good  
  - No evident not good  

- Kind  
  - No evident not kind"
221,good_food,"1. Breakfast was good.  
   No evident not breakfast was good.  

2. Breakfast had outstanding taste.  
   No evident not breakfast had outstanding taste."
226,good_food,"1. Support: excellent staff  
   Contrary: no evident not excellent staff  

2. Support: ok restaurant  
   Contrary: no evident not ok restaurant"
232,good_food,"Here is the structured response based on your requirements:

- **Support:** The café provided a good early morning meal.  
  **Contrary:** No evident not a good early morning meal.

- **Support:** The manager catered to our every need.  
  **Contrary:** No evident not the manager catered to our every need."
233,good_food,"Here is the structured ABA format based on the provided text:

**Supports:**
1. The breakfast was amazing.
2. The management were wonderful.
3. The location was a bit far from the local shop yet they have everything needed in the cafe.

**Contraries:**
4. No evident not the breakfast was amazing.
5. No evident not the management were wonderful.
6. No evident not the location was a bit far from the local shop yet they have everything needed in the cafe."
236,good_food,"Here is the structured ABA format based on the provided text and conditions:

1. Breakfast  
2. Good  
3. No evident not breakfast.  
4. No evident not good."
245,good_food,"Here is the structured ABA format based on your requirements:

1. **Support**: The restaurant at floor level is awesome  
   **Contrary**: No evident not the restaurant at floor level is awesome  

2. **Support**: Richard is a great chef  
   **Contrary**: No evident not Richard is a great chef  

3. **Support**: his friendliness will make you want to extend your vacation for sure  
   **Contrary**: No evident not his friendliness will make you want to extend your vacation for sure  

4. **Support**: We felt like we were part of their community  
   **Contrary**: No evident not We felt like we were part of their community  

5. **Support**: this is due to their opennes  
   **Contrary**: No evident not this is due to their opennes"
246,good_food,"- Good
  - The food was good.
    - No evident not good.
  - The chef was friendly.
    - No evident not friendly."
250,good_food,"Here is the text converted into Assumption-Based Argumentation (ABA) format based on your instructions:

1. **Support**: ""The rooms, lobby and restaurant were lovely; exceedingely modern, and comfortable.""  
   - **Contrary**: no evident not The rooms, lobby and restaurant were lovely; exceedingely modern, and comfortable.

2. **Support**: ""We ate dinner at the hotel because we were so impressed with 'chef Richard' and the food was fabulous.""  
   - **Contrary**: no evident not We ate dinner at the hotel because we were so impressed with 'chef Richard' and the food was fabulous.

3. **Support**: ""The rooms, lobby and restaurant were lovely; exceedingely modern, and comfortable.""  
   - **Contrary**: no evident not The rooms, lobby and restaurant were lovely; exceedingely modern, and comfortable.

4. **Support**: ""We ate dinner at the hotel because we were so impressed with 'chef Richard' and the food was fabulous.""  
   - **Contrary**: no evident not We ate dinner at the hotel because we were so impressed with 'chef Richard' and the food was fabulous.

Please note that each support is followed by its corresponding contrary, as per your instructions."
252,good_food,"Here is the structured ABA format based on your requirements:

- fresh
  - No evident not fresh

- made
  - No evident not made

- delicious
  - No evident not delicious"
258,good_food,"1. food  
   no evident not food  

2. tranquil  
   no evident not tranquil"
260,good_food,"- Claim: good_food  
  Supports: delicious, breakfast  
  Contraries: No evident not delicious, No evident not breakfast"
262,good_food,"Here is the text formatted according to your instructions:

1. had  
2. breakfast  
3. no evident not had  
4. no evident not breakfast"
268,good_food,"Supports:
1. breakfast

Contraries:
1. No evident not breakfast"
272,good_food,"- Support: breakfast  
  Contrary: no evident not breakfast  

- Support: delicious  
  Contrary: no evident not delicious"
278,good_food,"- superb  
No evident not superb"
279,bad_food,"1. Claim: bad_food  
2. Supports:
   - Breakfast is not included in the hotel cost
   - no menu - you get whatever is served
3. Contraries:
   - Breakfast is included in the hotel cost. Have evident, it's not the case.
   - There is a menu provided at the hotel. Have evident, there isn't one.

The final answer is:

- Breakfast is not included in the hotel cost  
- no menu - you get whatever is served  
- Breakfast is included in the hotel cost. Have evident, it's not the case.  
- There is a menu provided at the hotel. Have evident, there isn't one."
279,good_food,"**Supports:**
1. $10 euros
2. hot breakfast
3. nice

**Contraries:**
1. no evident not $10 euros
2. no evident not hot breakfast
3. no evident not nice"
282,good_food,"1. Support: tasty
2. Contrary: no evident not tasty"
288,good_food,"- Claim: good_food  
  Supports:  
    - good  
      Contrary: no evident not good  
    - tasty  
      Contrary: no evident not tasty"
290,good_food,"ABA Format:

1. **Supports:**
   - The breakfast was
   - good

2. **Contraries:**
   - No evident not The breakfast was
   - No evident not good"
295,good_food,"1. Support: tasty  
   Contrary: no evident not tasty"
300,good_food,"1. **Claim**: good_food  
2. **Supports**:
   - breakfast
3. **Contraries**:
   - No evident not breakfast"
305,good_food,"1. Supports:
   - restaurants
   - richard

2. Contraries:
   - no evident not restaurants
   - no evident not richard"
310,good_food,"Here is the structured ABA format based on your requirements:

- **Supports:**
  - nice
  - very clean

- **Contraries:**
  - no evident not nice
  - no evident not very clean"
312,good_food,"- good_food
  - delicious
    - no evident not delicious"
322,bad_food,"**Supports:**
1. More_restaurants.
2. More_restaurants.

**Contraries:**
1. Have_evident_more_restaurants.
2. Have_evident_more_restaurants."
330,good_food,"1. The breakfast was good.  
   No evident not the breakfast was good."
333,good_food,"- Good food (excellent)  
  No evident not excellent  

- Good food (good)  
  No evident not good"
336,good_food,"- Support 1: Dinner and breakfast were freshly made  
- Contrary 1: No evident not dinners and breakfasts were freshly made  
- Support 2: very tasty  
- Contrary 2: No evident not very tasty"
339,good_food,"- Garnish  
  No evident not Garnish  

- Restaurant on the ground  
  No evident not in the restaurant on the ground  

- Kind  
  No evident not kind person  

- Creative  
  No evident not creative chef"
348,good_food,"1. Breakfast is good food.  
   No evident not (breakfast is good food).  

2. Cypriot breakfast is typical.  
   No evident not (Cypriot breakfast is typical)."
353,good_food,"- good_food  
  - healthy breakfast  
    + no evident not healthy breakfast"
355,good_food,"Here is the text in Assumption Based Argumentation (ABA) format based on your conditions:

1. Breakfast in hotel  
   No evident not breakfast in hotel  

This provides the required structure for supports and their corresponding contraries, adhering to all specified guidelines."
362,good_food,"Here is the structured ABA format based on your instructions:

**Supports:**
1. good_food because of really
2. good_food because of delicious
3. taste
4. nutrition
5. variety
6. health benefits

**Contraries:**
1. No evident not good_food because of really
2. No evident not good_food because of delicious
3. No evident not taste
4. No evident not nutrition
5. No evident not variety
6. No evident not health benefits"
366,good_food,"Here is the structured ABA format based on your text:

**Supports:**
1. The chef is perfect.
2. He made delicious meals.
3. His food is better than a 5-star hotel.
4. Prices are very good.
5. Prices are not expensive.

**Contraries:**
1. No evident not perfect.
2. No evident not made delicious meals.
3. No evident not better than a 5-star hotel.
4. No evident not very good.
5. No evident not not expensive."
369,good_food,"- Claim: good_food
- Supports:
  - amazing
  - no evident not amazing
- Contraries:
  - no evident not amazing
  - (No second contrary needed as per the single support)"
373,good_food,"- Supports:
  - enjoy
  - delicious
  
- Contraries:
  - No evident not enjoy
  - No evident not delicious"
375,good_food,"Supports:
1. outstanding
2. delicious

Contraries:
1. No evident not outstanding
2. No evident not delicious"
376,good_food,"1. Support: chef  
   Contrary: no evident not chef  

2. Support: friendly  
   Contrary: no evident not friendly"
377,good_food,"ABA Format:

1. **Claim**: good_food  
2. **Support**: delicious  
3. **Contrary**: no evident not delicious"
378,good_food,"ABA Format:

- Support: was
  - Contrary: no evident not was"
379,good_food,"1. Got early breakfast  
   - Contrary: no evident not got early breakfast  

2. Had nice evening in bar  
   - Contrary: no evident not had nice evening in bar"
380,bad_food,"Here is the structured ABA format based on the provided text:

- **Support**: Breakfast has more options.
- **Contrary**: Breakfast have evident fewer options.

This approach adheres to the conditions specified, ensuring each support and its corresponding contrary are clearly presented without adding unnecessary adjectives or adverbs."
380,good_food,"Here is the structured ABA format based on the given text:

**Assumption:** Breakfasts being tasty implies they are good food.  
**Support 1:** Tasty  
**Therefore, Claim:** Good food.

**Contrary 1:** No evident not tasty"
383,good_food,"1. Claim: good_food
2. Supports:
   - breakfast
   - healthy
3. Contraries:
   - no evident not breakfast
   - no evident not healthy"
386,good_food,"Here is the structured ABA format based on your requirements:

- good_food
  - friendly
    - no evident not friendly
  - welcoming
    - no evident not welcoming
  - accommodating
    - no evident not accommodating"
393,good_food,"- **Supports:**
  - price
  - quality

- **Contraries:**
  - no evident not price
  - no evident not quality"
394,good_food,"ABA Format:

Supports:
- Service
- Richard

Contraries:
- No evident not service
- No evident not Richard

Claim: good_food"
400,good_food,"- He is real professional. (Source 1)
- No evident not real professional.
- He was always trying to prepare. (Source 2)
- No evident not always trying to prepare.
- He offers traditional vegan dishes. (Source 3)
- No evident not offers traditional vegan dishes.

This list follows the ABA format with each support followed by its corresponding contrary, all derived from the original text without adding any assumptions or further opinions."
405,good_food,"Supports and Contraries:

1. richard; No evident not richard  
2. makes; No evident not makes  
3. know; No evident not know  
4. years; No evident not years  
5. kind; No evident not kind  
6. polite; No evident not polite  
7. ready; No evident not ready  
8. help; No evident not help  
9. eat; No evident not eat  
10. drink; No evident not drink  
11. delicious; No evident not delicious"
407,good_food,"Here is the structured ABA format based on your requirements:

Supports:
1. Greek
2. Breakfast

Contraries:
- no evident not Greek
- no evident not breakfast"
409,good_food,"1. Support: delicious
   Contrary: No evident not delicious
   
2. Support: incredible
   Contrary: No evident not incredible"
415,good_food,"- Support: great  
  Contrary: No evident not great"
424,good_food,"1. Claim: good_food  
2. Supports:  
   - fantastic (from ""Fantastic breakfast"")  
3. Contraries:  
   - no evident not fantastic"
425,bad_food,"1. bad_food  
2. No cereal have evident  
3. No ordinary tea have evident  
4. Only Earl Grey have evident  
5. No proper plan tea have evident"
431,good_food,"1. good_food
   - The restaurant was decent (no evident not decent)
     - The food was decent (no evident not decent)"
437,bad_food,"Here is the structured ABA format based on your requirements:

- **Supports:**
  - No breakfast included
  - low quality compared to an original greek breakfast

- **Contraries:**
  - It is evident that there was no breakfast provided.  
  - It is evident that it was of low quality compared to an original Greek breakfast.

This format adheres to the conditions specified, ensuring each support has a corresponding contrary starting with ""have evident"" and using the same words from the original text."
439,bad_food,"[ERROR] ReadTimeout: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=180)"
439,good_food,"1. Support: Restaurant stayed open reasonably late  
   Contrary: No evident not stay open reasonably late  

2. Support: I could eat after an evening arrival  
   Contrary: No evident not could eat after an evening arrival"
441,good_food,"1. **Support**: great  
   - **Contrary**: no evident not great  

2. **Support**: excellent  
   - **Contrary**: no evident not excellent  

3. **Support**: perfect  
   - **Contrary**: no evident not perfect"
442,good_food,"- **Supports:**
  - good_food very filling
  - good_food located on the table in front of us

- **Contraries:**
  - No evident not filling
  - No evident not located on the table in front of us"
445,bad_food,"- Claim: bad_food  
  Supports and Contraries:
    - bad
      - have evident badness
    - not good
      - have evident not goodness
    - average
      - have evident averageness"
446,bad_food,"**ABA Format:**

1. **Support:** did not eat breakfast  
   **Contrary:** have evident that it is necessary to eat breakfast.

2. **Support:** the food was poor  
   **Contrary:** have evident that good quality food is expected.

3. **Support:** not considered a place for good food  
   **Contrary:** have evident that being a bar or restaurant implies it should be a place for good food.

This format ensures each support and its corresponding contrary are clearly presented, adhering to the specified conditions."
456,bad_food,"1. No free breakfast option (bad_food)
   - Contrary: Have evident no free breakfast option is not bad_food"
456,good_food,"1. Support: The food was tasty.
2. Support: The chef made the food.
3. Support: The food was prepared by the chef.
4. Support: The food was cooked by the chef.
5. Contrary: No evident not tasty.
6. Contrary: No evident not made.
7. Contrary: No evident not prepared by the chef.
8. Contrary: No evident not cooked by the chef."
458,bad_food,"Here is the structured ABA format based on the given conditions:

1. **Supports:**
   - limited food options
   - food is not fresh
   - food is not nutritious
   - food is not tasty
   - food is not healthy

2. **Contraries:**
   - Have evident limited food options.
   - Have evident food is not fresh.
   - Have evident food is not nutritious.
   - Have evident food is not tasty.
   - Have evident food is not healthy.

This format ensures each support is paired with a contrary that starts with ""have evident,"" using the same words from the original text without adding adjectives or further opinions."
465,good_food,"Here is the structured ABA format based on the given text, incorporating all specified conditions:

**Supports and Contraries:**

1. **Support:** good  
   **Contrary:** no evident not good  

2. **Support:** expectations  
   **Contrary:** no evident not expectations"
472,good_food,"- Good food: huge  
  No evident not huge  

- Good food: delicious  
  No evident not delicious"
474,bad_food,"- **Supports:**
  - very
  - lunch
  - breakfast

- **Contraries:**
  - have evident very bad
  - have evident lunch bad
  - have evident breakfast bad"
477,good_food,"- Support: food  
  Contrary: no evident not food"
479,good_food,"Here is the structured ABA format based on your requirements:

**Supports:**
1. Good breakfast
2. Directly in the hotel
3. Various options up to 10 EUR

**Contraries:**
1. No evident not good
2. No evident not directly in the hotel
3. No evident not various options up to 10 EUR"
484,good_food,"- Good_food  
  - Dinner  
    - No evident not dinner  
  - Evening  
    - No evident not evening"
490,good_food,"Supports:
- excellent
Contraries:
- no evident not excellent"
