ID,Topic,Output
1,good_facility,"ABA Format:

Supports and Contraries:

1. new  
   - no evident not new  

2. comfortable  
   - no evident not comfortable"
2,bad_facility,"Here is the structured ABA format based on your instructions:

1. **Support**: pleasant  
   **Contrary**: have evident unpleasant  

2. **Support**: not big  
   **Contrary**: have evident too small"
2,good_facility,"1. Cozy  
   no evident not cozy  

2. Not big  
   no evident not not big"
53,good_facility,"good_facility  
nice no evident not nice  
renovated hotel no evident not renovated hotel"
63,good_facility,"1. Support: high  
   Contrary: no evident not high  

2. Support: 4* standard  
   Contrary: no evident not 4* standard"
66,good_facility,"Here is the structured ABA format based on the given conditions:

**Supports:**
1. The entrance
2. is welcoming

**Contraries:**
1. No evident not The entrance
2. No evident not is welcoming"
69,good_facility,"1. The place is lovely  
2. No evident not the place is lovely  
3. The people are lovely  
4. No evident not the people are lovely"
70,good_facility,"Here is the structured ABA format based on your requirements:

- **Supports:**
  - peaceful
  - clean

- **Contraries:**
  - No evident not peaceful
  - No evident not clean"
76,good_facility,"ABA Format:

1. Support 1: new  
2. Contrary 1: no evident not new  
3. Support 2: clean  
4. Contrary 2: no evident not clean"
80,good_facility,"1. It is a new hotel.  
   No evident not it is a new hotel.

2. Everything was clean.  
   No evident not everything was clean."
81,bad_facility,"- **Support**: no 24 hour reception  
  - **Contrary**: have evident 24 hour reception  

- **Support**: not easy to access entry at odd hours  
  - **Contrary**: have evident easy access at odd hours"
84,bad_facility,"- **Claim**: bad_facility  
- **Supports**:
  - No pool
- **Contraries**:
  - Have evident no pool"
84,good_facility,"Here is the structured ABA format based on your text:

**Supports:**
1. Everything was spotless clean everywhere too.
2. Had plenty of chairs to sit on outside in the garden which also was spotlessly clean everywhere too.

**Contraries:**
1. No evident not everything was spotless clean everywhere too.
2. No evident not had plenty of chairs to sit on outside in the garden which also was spotlessly clean everywhere too.

This format adheres to your conditions, ensuring each support is a concise phrase without adjectives or adverbs and each contrary starts with ""No evident not"" followed by the same word as the support."
86,good_facility,"Here is the structured ABA format based on the given text:

- **Supports:**
  - lovely little hotel
  - friendly staff

- **Contraries:**
  - No evident not lovely little hotel
  - No evident not friendly staff"
88,good_facility,"Here is the structured ABA format based on the given text:

- **Supports:**
  - Clean
  - Comfortable
  - Little

- **Contraries:**
  - No evident not clean
  - No evident not comfortable
  - No evident not little"
90,bad_facility,"1. parking is not always easy  
have evident that parking is not always easy"
94,good_facility,"- **Supports**:  
  - modern  
  - facility  

- **Contraries**:  
  - no evident not modern  
  - no evident not facility"
98,good_facility,"Here is the structured ABA format based on the given text:

1. The hotel is nice.
   - No evident not nice.

2. The hotel is spacious.
   - No evident not spacious.

3. The hotel is clean.
   - No evident not clean.

4. The hotel is modern.
   - No evident not modern.

This list provides each support followed by its corresponding contrary, all within a single section without additional assumptions or claims."
109,good_facility,"**ABA Format Response:**

1. Clean  
   - Contrary: No evident not clean

2. Efficient  
   - Contrary: No evident not efficient

3. Well-maintained  
   - Contrary: No evident not well-maintained

4. Spacious  
   - Contrary: No evident not spacious

5. Modern  
   - Contrary: No evident not modern

6. Friendly staff  
   - Contrary: No evident not friendly staff

7. Good location  
   - Contrary: No evident not good location

8. Clean rooms  
   - Contrary: No evident not clean rooms"
