ID,Topic,Test 2
1,good_staff,"helpful, no_evident_not_helpful, communicate, no_evident_not_communicate"
2,good_staff,"nice, helpful, no_evident_not_nice, no_evident_not_helpful"
4,good_staff,"good_stuff, no_evident_not_stuff"
8,good_staff,"lovely_personal, no_evident_not_lovely_personal"
9,good_staff,"host_showed_us_how_nearby_bus_takes_to_town_centre, no_evident_not_host_showed_us_how_nearby_bus_takes_to_town_centre"
11,good_staff,"amazing, no_evident_not_amazing, great, no_evident_not_great, took_time, no_evident_not_took_time, explain, no_evident_not_explain, helpful, no_evident_not_helpful, friendliest_guy_ever, no_evident_not_friendliest_guy_ever, permanent, no_evident_not_permanent, nice_guy, no_evident_not_nice_guy, friendly, no_evident_not_friendly, talk_to, no_evident_not_talk_to"
12,good_staff,"exceptional, no_evident_not_exceptional, helpful, no_evident_not_helpful, friendly, no_evident_not_friendly, went_out_of_their_way, no_evident_not_went_out_of_their_way"
13,good_staff,"welcoming, no_evident_not_welcoming, at_home, no_evident_not_at_home"
14,bad_staff,"didn_t_speak, have_evident_didn_t_speak, properly, have_evident_properly"
15,good_staff,"make, no_evident_not_make, positive_contribution, no_evident_not_positive_contribution, this_list_presents_each_support_followed_by_its_corresponding_contrary, adhering_to_the_specified_format_without_introducing_any_assumptions_or_additional_claims"
17,good_staff,"the_owner_and_staff_were_friendly, no_evident_not_friendly, the_owner_and_staff_were_supportive, no_evident_not_supportive, the_owner_and_staff_helped_with_all_our_wishes, no_evident_not_helped_with_all_our_wishes"
18,good_staff,"friendly, no_evident_not_friendly, dining, no_evident_not_dining"
20,good_staff,"friendly, no_evident_not_friendly"
21,good_staff,"staff_is_good, no_evident_not_staff_good, owners_are_good, no_evident_not_owners_good, chef_buys_fresh_food, no_evident_not_chef_buys_fresh_food"
22,good_staff,"staff_accomodating, no_evident_not_staff_accomodating"
26,good_staff,"super, no_evident_not_super, wonderful, no_evident_not_wonderful, friendly, no_evident_not_friendly, maria_is_nice, no_evident_not_maria_is_nice, she_s_amazing, no_evident_not_she_s_amazing"
27,good_staff,"friendly_staff, no_evident_not_friendly_staff"
28,good_staff,"polite, caring, no_evident_not_polite, no_evident_not_caring"
29,good_staff,"lovely_staff, no_evident_not_lovely_staff, very_helpful_staff, no_evident_not_very_helpful_staff"
30,good_staff,"staff, no_evident_not_staff, service, no_evident_not_service"
31,good_staff,"friendly, no_evident_not_friendly"
32,good_staff,"staff_were, no_evident_not_staff_were, this_response_adheres_to_the_specified_conditions_using_short_words_without_adjectives_or_adverbs, incorporating_exact_terms_from_the_original_text, and_structuring_each_support_with_its_corresponding_contrary_in_the_aba_format"
33,good_staff,"helpful, no_evident_not_helpful"
34,good_staff,"wel, com, ing, no_evident_not_wel, no_evident_not_com, no_evident_not_ing"
36,good_staff,"helpful_no_evident_not_helpful, clear_no_evident_not_clear"
37,good_staff,"lovely, no_evident_not_lovely, caring, no_evident_not_caring"
41,good_staff,"friendly, no_evident_not_friendly, helpful, no_evident_not_helpful"
42,good_staff,"helped, no_evident_not_helped"
44,good_staff,"warm_welcome_no_evident_not_warm_welcome, dining_staff_no_evident_not_dining_staff"
47,good_staff,"helpful, organised, collected, no_evident_not_helpful, no_evident_not_arranged, no_evident_not_collected"
48,good_staff,"lucky, happy, no_evident_not_lucky, no_evident_not_happy"
51,good_staff,"helpful, friendly, no_evident_not_helpful, no_evident_not_friendly"
56,good_staff,"amazing, no_evident_not_amazing, hospitality, no_evident_not_hospitality, staff, no_evident_not_staff"
