ID,Topic,Output
1,good_staff,"1. **Support**: staff_are_extremely_helpful  
   - **Contrary**: no_evident_not_staff_are_extremely_helpful  

2. **Support**: staff_are_easy_to_communicate_with  
   - **Contrary**: no_evident_not_staff_are_easy_to_communicate_with"
2,good_staff,"1. **Supports:**
   - nice_staff
   - helpful_staff

2. **Contraries:**
   - no_evident_not_nice_staff  
   - no_evident_not_helpful_staff"
4,good_staff,"- Claim: good_staff
- Supports:
  - exceptional_staff
    - no_evident_not_exceptional_staff
  - helpful_staff
    - no_evident_not_helpful_staff
  - friendly_staff
    - no_evident_not_friendly_staff
  - staff_go_out_of_their_way_for_us
    - no_evident_not_staff_go_out_of_their_way_for_us"
8,good_staff,"Here is the structured ABA format based on your instructions:

- **Supports:**
  - lovely
  - personal

- **Contraries:**
  - no_evident_not_lovely
  - no_evident_not_personal"
9,good_staff,"1. **Support**: helpful_host  
   - **Contrary**: no evident_not_helpful_host  

2. **Support**: showed_host_how_nearby_bus_takes_to_town_centre  
   - **Contrary**: no evident_not_showed_host_how_nearby_bus_takes_to_town_centre  

3. **Support**: mentioned_host_airport  
   - **Contrary**: no evident_not_mentioned_host_airport"
11,good_staff,"1. **Supports**:  
   - great_receptionist  
   - friendly_chef  
   - has_a_permanent  
   - nice_cleaning_lady  

2. **Contraries**:  
   - no_evident_not_great_receptionist  
   - no_evident_not_friendly_chef  
   - no_evident_not_has_a_permanent  
   - no_evident_not_nice_cleaning_lady"
12,good_staff,"Here is the structured ABA format based on your requirements:

1. **Claim**: good_staff  
2. **Supports**:
   - helpful  
     - Contrary: no_evident_not_helpful  
   - friendly  
     - Contrary: no_evident_not_friendly  
   - went_out_of_their_way_for_us  
     - Contrary: no_evident_not_went_out_of_their_way_for_us"
13,good_staff,"1. supporting element: welcoming_staff  
2. supporting element: family_friendly  
3. contrary: no_evident_not_welcoming_staff  
4. contrary: no_evident_not_family_friendly"
14,bad_staff,"1. receptionist_poor_english  
   have_evident_receptionist_poor_english"
15,good_staff,"The following is the ABA format based on your instructions:

- **Claim**: good_staff  
  - **Supports**:  
    - staff_make_it  
      - Contrary: no_evident_not staff_make_it"
17,good_staff,"1. good_staff  
2. friendly_staff  
3. supportive_staff  
4. helped_with_all_our_wishes  
5. no_evident_not_friendly_staff  
6. no_evident_not_supportive_staff  
7. no_evident_not_helped_with_all_our_wishes"
18,good_staff,"- **Supports**:  
  - friendly_reception  
  - friendly_dining  

- **Contraries**:  
  - no_evident_not_friendly_reception  
  - no_evident_not_friendly_dining"
20,good_staff,"- **Support**: friendly staff  
  **Contrary**: no evident not friendly staff"
21,good_staff,"Here is the structured ABA format based on your text, following all the given conditions:

**Supports:**
1. helpful_staff  
2. friendly_staff  
3. go_out_of_their_way_for_us  
4. fresh_food_support  
5. kind_owners  

**Contraries:**
- no_evident_not_helpful_staff  
- no_evident_not_friendly_staff  
- no_evident_not_go_out_of_their_way_for_us  
- no_evident_not_fresh_food_support  
- no_evident_not_kind_owners"
22,good_staff,"good_staff  
accommodating  
no_evident_not_accommodating"
26,good_staff,"1. wonderful_staff  
2. friendly_staff  
3. no evident not wonderful_staff  
4. no evident not friendly_staff"
27,good_staff,"Here is the structured ABA format based on your requirements:

- **Claim:** good_staff
- **Supports:**
  - exceptional
  - helpful
  - friendly
  - go_out_of_their_way_for_us
- **Contraries:**
  - no_evident_not_exceptional
  - no_evident_not_helpful
  - no_evident_not_friendly
  - no_evident_not_go_out_of_their_way_for_us"
