ID,Topic,Test 1
4,good_price,"assume_quality_support_price_quality, no_evident_not_quality, assume_price_support_quality_price, no_evident_not_price, each_line_represents_an_argument_in_aba_format, addressing_both_the_positive_aspect_and_its_contrary"
34,good_price,"good, no_evident_not_good, value, no_evident_not_value, for_money, no_evident_not_for_money, this_format_adheres_to_the_conditions_specified, ensuring_each_premise_is_a_short_word_without_adjectives_or_adverbs_and_each_has_a_corresponding_contrary_starting_with_no_evident_not"
44,good_price,"facilities, tariff, no_evident_not_facilities, no_evident_not_tariff"
46,good_price,"aba_argument_for, assumption_the_product_offers_good_value_for_money, value, no_evident_not_value"
47,good_price,"good, value, no_evident_not_good, no_evident_not_value"
49,good_price,"value_is_good, no_evident_not_value_is_good, money_is_good, no_evident_not_money_is_good"
63,good_price,"exceptional, value, no_evident_not_exceptional, no_evident_not_value"
68,good_price,"price_is_good, no_evident_not_price_is_good, value_is_good, no_evident_not_value_is_good"
125,good_price,"all_that_come_with_a_quite_reasonable_price, that_is_priced_at_a_quite_reasonable_amount, no_evident_not_all_that_come_with_a_quite_reasonable_price, no_evident_not_that_is_priced_at_a_quite_reasonable_amount, this_list_adheres_to_the_conditions_specified, ensuring_each_support_has_its_corresponding_contrary_without_any_additional_assumptions_or_claims"
133,good_price,no_evident_not_good_price
136,good_price,"hotels_are_beautiful, price_is_cheap, no_evident_not_hotels_are_beautiful, no_evident_not_price_is_cheap"
149,good_price,"price, no_evident_not_price"
155,good_price,"value, no_evident_not_value"
156,good_price,"good, no_evident_not_good, value, no_evident_not_value, this_format_ensures_that_each_support_is_a_direct_term_from_the_original_text, followed_by_its_corresponding_contrary_statement"
203,good_price,no_evident_not_good_price
206,good_price,no_evident_not_good_price
212,good_price,"good, no_evident_not_good, price, no_evident_not_price"
230,good_price,"premise_1_and_contrary_no_evident_not_and, premise_2_very_good_value_contrary_no_evident_not_very_good_value"
232,good_price,"great, no_evident_not_great, price, no_evident_not_price"
234,good_price,"good_rate, standard_of_accommodation, no_evident_not_good_rate, no_evident_not_standard_of_accommodation"
241,bad_price,"price_that_it_was, have_evident_price_that_it_was, shampoo_dispenser, have_evident_shampoo_dispenser"
265,good_price,"good, no_evident_not_good, 50, no_evident_not_50"
287,good_price,no_evident_not_good_price
290,good_price,"upgraded_room, balcony_view, no_evident_not_good_price, no_evident_not_upgraded_room, no_evident_not_balcony_view"
295,good_price,"each_euro, no_evident_not_each_euro"
313,good_price,"value, no_evident_not_value"
323,good_price,"error_readtimeout_httpconnectionpool_host_localhost, port_11434_read_timed_out_read_timeout_180"
334,good_price,"very, no_evident_not_very, economic, no_evident_not_economic"
338,good_price,"value, for_money, no_evident_not_value, no_evident_not_for_money"
340,good_price,"the_product_has_a_good_price, no_evident_not_the_product_has_a_good_price, this_approach_adheres_to_the_instructions_by_using_short, adjective_free_statements_and_their_respective_contraries"
366,good_price,"the_price_of_his_hotel_is_very_good, no_evident_not_the_price_of_his_hotel_is_very_good, the_prices_of_the_food_are_not_expensive, no_evident_not_the_prices_of_the_food_are_not_expensive"
396,good_price,"price_was_great, price_was_reasonable, no_evident_not_price_was_great, no_evident_not_price_was_reasonable"
414,good_price,"great, no_evident_not_great"
416,good_price,"value, money, no_evident_not_value, no_evident_not_money"
435,bad_price,"assumption_based_argumentation_aba_format, have_guesthouse_priced_high, have_evident_guesthouse_priced_high, have_guesthouse_overpriced, have_evident_guesthouse_overpriced, this_structure_presents_the_claim_with_two_supports_and_their_respective_counterarguments, ensuring_each_point_is_clearly_addressed_without_additional_assumptions_or_opinions"
436,bad_price,"price, have_evident_small_water_bottle, water_bottle, have_evident_price"
437,bad_price,"price_was_high, expensive_for_what_you_get, have_evident_price_was_not_high, have_evident_expensive_for_what_you_get"
460,bad_price,"rate, have_evident_have_no_evident_value, offered, have_evident_have_no_evident_offer"
471,good_price,"assumption_exceptional_quality, high_quality_as_part_of_value, no_evident_not_high_quality, assumption_exceptional_features, good_features_another_aspect_of_value, no_evident_not_good_features, assumption_cost_effectiveness, long_lasting_as_part_of_cost_effectiveness, no_evident_not_long_lasting, assumption_value_for_money, exceptional_value_for_money, no_evident_not_exceptional_value_for_money, this_format_ensures_each_support_is_clearly_paired_with_its_contrary, maintaining_clarity_and_conciseness_as_per_the_user_s_instructions"
474,bad_price,"overpriced, have_evident_overpricing"
505,good_price,no_evident_not_price_performance_is_totally_right
510,good_price,"premise_cheap, no_evident_not_cheap, this_provides_a_clear_and_concise_argument_with_both_the_support_and_its_counterargument, adhering_to_the_specified_conditions"
524,good_price,"the_place_offers_quality_products, no_evident_not_offering_quality_products, the_prices_are_reasonable, no_evident_not_having_reasonable_prices, the_service_is_excellent, no_evident_not_providing_excellent_service, the_location_is_convenient, no_evident_not_being_in_a_convenient_location"
527,good_price,"excellent, value_for_money, no_evident_not_excellent, no_evident_not_value_for_money"
556,good_price,"good_value, counterargument_no_evident_not_good_value"
580,good_price,"super, no_evident_not_super, undervalued, no_evident_not_undervalued"
590,good_price,"for, price, no_evident_not_for, no_evident_not_price"
595,bad_price,"meal_not_included, the_meal_is_not_included_in_the_price, have_evident_meal_not_included, have_evident_the_meal_is_not_included_in_the_price"
596,good_price,"clean_room_from_very_clean, because_clean, no_evident_not_clean, cheap_room_from_cheap, because_cheap, no_evident_not_cheap"
600,good_price,"satisfied, price, no_evident_not_satisfied, no_evident_not_price"
609,bad_price,"price, have_evident_price, high, have_evident_high, comfort, have_evident_comfort, small_room, have_evident_small_room"
611,good_price,"value_for_money, no_evident_not_value_for_money"
619,good_price,"value, unbeatable_price, no_evident_not_value, no_evident_not_unbeatable_price"
631,good_price,"the_product_has_a_good_price, no_evident_not_the_product_has_a_good_price, the_product_has_a_good_quality, no_evident_not_the_product_has_a_good_quality"
715,good_price,"value_exceeds_cost, no_evident_not_value_exceeds_cost, willingly_paid, no_evident_not_willing_to_pay"
737,good_price,"value, no_evident_not_value, money, no_evident_not_money"
767,bad_price,"average_have_evident_not_average, 3_stars_have_evident_not_3_stars, 400_euros_have_evident_not_400_euros, 3_nights_have_evident_not_3_nights, bit_expensive_have_evident_not_bit_expensive"
770,good_price,"good, no_evident_not_good, value, no_evident_not_value, for_money, no_evident_not_for_money, this_format_adheres_to_the_conditions_specified, ensuring_each_premise_is_a_short_word_without_adjectives_or_adverbs_and_each_has_a_corresponding_contrary_starting_with_no_evident_not"
775,good_price,"we_expect, we_expect_perfect_price, no_evident_not_we_expect, no_evident_not_we_expect_perfect_price, this_format_adheres_to_the_specified_conditions, ensuring_clarity_and_conciseness_while_accurately_reflecting_both_support_and_opposition_based_on_the_original_text"
778,good_price,"value, no_evident_not_value"
