ID,Topic,Output
1,good_food,"Supports:
- tasty_food
- comfortable_restaurant_for_cozy_evenings
- comfortable_restaurant_for_calm_work
- cozy_evenings

Contraries:
- no_evident_not_tasty_food
- no_evident_not_comfortable_restaurant_for_cozy_evenings
- no_evident_not_comfortable_restaurant_for_calm_work
- no_evident_not_cozy_evenings"
2,good_food,"1. **Supports and Contraries:**
   - **amazing**  
     - Support: amazing  
     - Contrary: no_evident_not_amazing  
   - **fresh**  
     - Support: fresh  
     - Contrary: no_evident_not_fresh  
   - **handmade**  
     - Support: handmade  
     - Contrary: no_evident_not_handmade  
   - **vegetarian**  
     - Support: vegetarian  
     - Contrary: no_evident_not_vegetarian  
   - **humus**  
     - Support: humus  
     - Contrary: no_evident_not_humus  
   - **great** (cook)  
     - Support: great  
     - Contrary: no_evident_not_great  
   - **kind and helpful** (staff)  
     - Support: kind and helpful  
     - Contrary: no_evident_not_kind_and_helpful"
11,good_food,"Here is the text converted into Assumption-Based Argumentation (ABA) format based on your instructions:

1. **Support**: tasty  
   - **Contrary**: no_evident_not_tasty  

2. **Support**: comfortable  
   - **Contrary**: no_evident_not_comfortable  

3. **Support**: cozy_evenings  
   - **Contrary**: no_evident_not_cozy_evenings  

4. **Support**: calm_work  
   - **Contrary**: no_evident_not_calm_work"
12,good_food,"good_food  
lovely_breakfast, no_evident_not_lovely_breakfast"
16,good_food,"1. The food there  
2. Tasty  
3. Olive oil galore  
4. Herbs  
5. No evident not the food there  
6. No evident not tasty  
7. No evident not olive oil galore  
8. No evident not herbs"
18,good_food,"1. **Support**: ""Meals well prepared""  
   - **Contrary**: ""No evident not meals well prepared""

2. **Support**: ""Good value""  
   - **Contrary**: ""No evident not good value"""
21,good_food,"Here is the structured ABA argument based on your text, adhering to the specified conditions:

- **Supports**:
  - delicious_breakfast
  - delicious_dinner

- **Contraries** (for each support):
  - no_evident_not_delicious_breakfast
  - no_evident_not_delicious_dinner"
22,bad_food,"Here is the text formatted according to your instructions:

1. bad_food  
   have_evident_bad_food  

2. too_stodgy  
   have_evident_too_stodgy"
22,good_food,"1. **Support**: restaurant_area  
2. **Contrary**: no_evident_not_restaurant_area  

3. **Support**: nice  
4. **Contrary**: no_evident_not_nice"
26,good_food,"- restaurant  
  no_evident_not_restaurant  
- cheap  
  no_evident_not_cheap"
31,good_food,"1. **Support**: great_restaurant  
   **Contrary**: no_evident_not_great_restaurant  

2. **Support**: excellent_food  
   **Contrary**: no_evident_not_excellent_food  

3. **Support**: reasonably_priced  
   **Contrary**: no_evident_not_reasonably_priced"
33,good_food,"Here is the structured ABA format based on the given text:

1. **Claim**: good_food  
2. **Supports**:  
   - breakfast_saves_time  
3. **Contraries**:  
   - no_evident_not_breakfast_saves_time"
36,bad_food,"Here is the text in Assumption-Based Argumentation (ABA) format based on your conditions:

- **Support**: no  
  - **Contrary**: have evident_no  

This captures the idea that there was no information about opening or closing times, which could be seen as a negative aspect."
36,good_food,"1. excellent_food  
   no_evident_not_excellent_food  

2. passion_in_presentation  
   no_evident_not_passion_in_presentation"
41,good_food,"1. good_food  
2. tasty  
3. comfortable_restaurant_for_cozy_evenings  
4. no_evident_not_tasty  
5. no_evident_not_comfortable_restaurant_for_cozy_evenings  
6. no_evident_not_comfortable_restaurant_for_calm_work"
