ID,Topic,Test 3
2,bad_room,"clean_room, have_evident_clean_room, well_decorated_room, have_evident_well_decorated_room, modern_room, have_evident_modern_room"
2,good_room,"clean, decorated, modern, no_evident_not_clean, no_evident_not_decorated, no_evident_not_modern"
4,good_room,"space, no_evident_not_space, comf, no_evident_not_comf, cle, no_evident_not_cle, vie, no_evident_not_vie"
5,good_room,"clean_room, modern_room, comfortable_beds, no_evident_not_clean_room, no_evident_not_modern_room, no_evident_not_comfortable_beds"
6,good_room,"clean_room, really_comfortable_bed, no_evident_not_exceptionally_clean_room, no_evident_notreally_comfortable_room"
10,good_room,"spacious, comfortable, very_clean, nice_view, no_evident_not_spacious, no_evident_not_comfortable, no_evident_not_very_clean, no_evident_not_nice_view"
11,good_room,"spacious, clean, great_to_stay, no_evident_not_spacious, no_evident_not_clean, no_evident_not_great_to_stay"
12,good_room,"clean_room, very_clean, no_evident_not_very_clean, comfortable_room, comfortable, no_evident_not_comfortable"
13,good_room,"clean_room, well_decorated_room, modern_room, no_evident_not_clean_room, no_evident_not_well_decorated_room, no_evident_not_modern_room"
14,bad_room,"you_can_hear_the_airplanes_coming_and_leaving_from_the_airport_all_the_time, opponent_have_evident_you_can_hear_the_airplanes_coming_and_leaving_from_the_airport_all_the_time, the_noise_is_creating_problems_in_the_room_implied, opponent_have_evident_the_noise_is_creating_problems_in_the_room"
16,good_room,"spacious, no_evident_not_spacious, clean, no_evident_not_clean, nice_window_view, no_evident_not_nice_window_view"
17,good_room,"spacious, no_evident_not_spacious, comfortable, no_evident_not_comfortable, clean, no_evident_not_clean, nice_view, no_evident_not_nice_view"
20,good_room,"spacious, no_evident_not_spacious, comfortable, no_evident_not_comfortable, very_clean, no_evident_not_very_clean, nice_view, no_evident_not_nice_view"
21,good_room,"clean, no_evident_not_clean, nice, no_evident_not_nice, comfortable, no_evident_not_comfortable"
22,bad_room,"fridge_could_have_been_put_on_beforehand, have_evident_fridge_could_have_been_put_on_beforehand, showers_took_a_while_to_get_hot, have_evident_showers_took_a_while_to_get_hot"
22,good_room,"clean_room, no_evident_not_clean_room, well_decorated_room, no_evident_not_well_decorated_room, modern_room, no_evident_not_modern_room, spacious_room, no_evident_not_spacious_room, comfortable_bed, no_evident_not_comfortable_bed, clean_shiny_tiled_floors, no_evident_not_clean_shiny_tiled_floors, clean_shiny_bathroom_tiles, no_evident_not_clean_shiny_bathroom_tiles, perfect_room, no_evident_not_perfect_room, spacious_and_comfortable_bed, no_evident_not_spacious_and_comfortable_bed, lots_of_space_for_making_room, no_evident_not_lots_of_space_for_making_room"
23,good_room,"comfortable_beds, no_evident_not_comfortable_beds"
24,good_room,"spacious, comfortable, very_clean, nice_view, no_evident_not_spacious, no_evident_not_comfortable, no_evident_not_very_clean, no_evident_not_nice_view"
25,good_room,"clean_room, no_evident_not_clean_room, quiet_room, no_evident_not_quiet_room"
26,good_room,"good_size, well_laid_out, good_size_bathroom, no_evident_not_good_size, no_evident_not_well_laid_out, no_evident_not_good_size_bathroom, great_size, take_a_tea_coffee_and_chill, no_evident_not_great_size, no_evident_not_take_a_tea_coffee_and_chill"
27,good_room,"so_clean, no_evident_not_so_clean, very_clean, no_evident_not_very_clean"
29,good_room,"clean_room, very_clean_room, no_evident_not_very_clean_room, functional_room, well_decorated_functional_room, no_evident_not_well_decorated_functional_room"
30,good_room,"spotless, no_evident_not_spotless"
31,good_room,"spacious, comfortable, clean, view, no_evident_not_spacious, no_evident_not_comfortable, no_evident_not_clean, no_evident_not_view"
32,good_room,"clean_rooms, no_evident_not_clean_rooms, great_bed, no_evident_not_great_bed"
33,bad_room,"noisy, have_evident_noisy, evening_time, have_evident_evening_time, street_side, have_evident_street_side"
33,good_room,"clean_room, modern_furniture, make_your_stay_max_comfortable, no_evident_not_clean_room, no_evident_not_modern_furniture, no_evident_not_make_your_stay_max_comfortable"
34,bad_room,"enough_hooks_on_walls, not_enough_hooks_on_walls, have_evident_enough_hooks_on_walls, have_evident_not_enough_hooks_on_walls"
35,bad_room,"bad_water, heating_water_problem, difficult_manage_proper_shower, have_evident_heating_water_problem, have_evident_difficult_manage_proper_shower"
36,bad_room,"smaller_than_i_expected, fussy_beds_pillows, have_evident_smaller_than_i_expected, have_evident_fussy_beds_pillows"
36,good_room,"clean, comfortable, no_evident_not_clean, no_evident_not_comfortable"
37,good_room,"clean_room_very_clean, no_evident_not_clean_room, well_decorated_room_nice_view, no_evident_not_nice_view_room, modern_room_spacious, no_evident_not_spacious_room, spacious_clean, no_evident_not_clean_spacious_room, comfortable_very_clean, no_evident_not_very_clean_comfortable_room, nice_view_clean, no_evident_not_clean_nice_view_room"
38,good_room,"no_evident_not_good_room, modern_room, no_evident_not_modern_room"
39,good_room,"clean_room, spacious_room, no_evident_not_clean_room, no_evident_not_spacious_room"
40,bad_room,"no_net_curtain, blind_missing, have_evident_no_net_curtain, have_evident_blind_missing"
41,good_room,"clean_no_evident_not_clean, modern_no_evident_not_modern, spacious_no_evident_not_spacious, comfortable_no_evident_not_comfortable, very_clean_no_evident_not_very_clean, nice_view_no_evident_not_nice_view"
42,good_room,"spacious, no_evident_not_spacious, comfortable, no_evident_not_comfortable, very_clean, no_evident_not_very_clean, nice_view, no_evident_not_nice_view"
43,good_room,"clean_room, spacious, comfortable, no_evident_not_spacious, no_evident_not_comfortable"
45,good_room,"clean, no_evident_not_clean_room"
48,good_room,"clean_room, no_evident_not_clean_room, comfortable_room, no_evident_not_comfortable_room"
49,good_room,"spacious, no_evident_not_spacious_room, comfortable, no_evident_not_comfortable_room, very_clean, no_evident_not_clean_room"
50,bad_room,"not_very_soundproof, this_support_directly_addresses_the_lack_of_soundproofing, aligning_with_the_original_statement_not_very_soundproof, have_evident_not_very_soundproof, this_contrary_provides_an_alternative_perspective, emphasizing_the_evident_deficiency_in_soundproofing, this_response_adheres_to_all_specified_conditions_and_format_requirements"
51,good_room,"nice, very, no_evident_not_nice, no_evident_not_very"
53,good_room,"comfortable, no_evident_not_comfortable, bed, no_evident_not_bed"
54,good_room,"very_nice, clean, no_evident_not_very_nice, no_evident_not_clean"
55,bad_room,"many_mosquitos, have_evident_many_mosquitos"
56,good_room,"comfortable, no_evident_not_comfortable"
57,good_room,"clean_room, no_evident_not_clean_room, comfortable_room, no_evident_not_comfortable_room"
58,bad_room,"not_soundproof_room, have_evident_not_soundproof_room"
62,bad_room,"have_evident_folding_bed, have_evident_regular_beds, for_each_support, have_evident_folding_bed_is_not_as_good, have_evident_regular_beds_are_not_comfortable"
62,good_room,"comfortable_beds, best_linen, duvets, clean_mini_bar, tea_coffee, modern_bathroom, good_ac, no_evident_not_comfortable_beds, no_evident_not_best_linen, no_evident_not_duvets, no_evident_not_clean_mini_bar, no_evident_not_tea_coffee, no_evident_not_modern_bathroom, no_evident_not_good_ac"
64,good_room,"new_room, clean_room, no_evident_not_new_room, no_evident_not_clean_room"
65,good_room,"clean, no_evident_not_clean, comfortable, no_evident_not_comfortable"
66,good_room,"spotless_room, comfortable_room, no_evident_not_spotless_room, no_evident_not_comfortable_room"
68,good_room,"spacious, clean, nice_view, no_evident_not_spacious, no_evident_not_clean, no_evident_not_nice_view"
70,good_room,"peaceful, no_evident_not_peaceful, clean, no_evident_not_clean"
73,good_room,"room, no_evident_not_room"
74,good_room,"very_clean_room, no_evident_not_very_clean_room, cozy_room, no_evident_not_cozy_room, comfortable_beds, no_evident_not_comfortable_beds"
75,bad_room,"disappointed_with_out_balcony, have_evident_disappointed_with_out_balcony"
76,good_room,"spacious, no_evident_not_spacious, comfortable, no_evident_not_comfortable, very_clean, no_evident_not_very_clean, nice_view, no_evident_not_nice_view"
78,good_room,"spacious_room, comfortable_room, very_clean_room, nice_view, no_evident_not_spacious_room, no_evident_not_comfortable_room, no_evident_not_very_clean_room, no_evident_not_nice_view"
79,good_room,"clean_room, well_decorated_room, modern_room, no_evident_not_clean_room, no_evident_not_well_decorated_room, no_evident_not_modern_room"
81,good_room,"spacious, no_evident_not_spacious, comfortable, no_evident_not_comfortable, clean, no_evident_not_clean, view, no_evident_not_view"
82,good_room,"super_clean, no_evident_not_super_clean, modern, no_evident_not_modern"
