ID,Topic,Output
2,bad_room,"1. very clean  
2. well decorated  
3. modern  
4. not big  

1. have evident very clean  
2. have evident well decorated  
3. have evident modern  
4. have evident not big"
2,good_room,"Here is the structured ABA format based on the given text:

1. Clean  
   No evident not clean  

2. Decorated  
   No evident not decorated  

3. Modern  
   No evident not modern"
4,good_room,"1. Clean  
   No evident not clean  

2. Neat  
   No evident not neat  

3. Tidy  
   No evident not tidy  

4. Fresh  
   No evident not fresh  

5. Sanitised  
   No evident not sanitised  

6. Sanitized  
   No evident not sanitized"
5,good_room,"Here is the structured ABA format based on the given text and conditions:

**Supports:**
1. Clean
2. Modern
3. Comfortable beds

**Contraries:**
- No evident not clean
- No evident not modern
- No evident not comfortable beds"
6,good_room,"Here is the structured ABA format based on the provided text:

- **Support 1:** The room was exceptionally clean.
- **Contrary 1:** There was no evident not clean aspect of the room.

- **Support 2:** The room had a comfortable bed.
- **Contrary 2:** The bed did not seem really comfortable."
10,good_room,"1. Support: modern room  
2. Support: comfortable bed  
3. Contrary: no evident not modern room  
4. Contrary: no evident not comfortable bed"
11,good_room,"Supports:
- spacious
- clean
- good

Contraries:
- No evident not spacious
- No evident not clean
- No evident not good"
12,good_room,"Here is the structured ABA format based on your requirements:

- **Supports:**
  - clean
  - comfortable

- **Contraries:**
  - no evident not clean
  - no evident not comfortable"
13,good_room,"1. Support: lovely  
   Contrary: no evident not lovely  

2. Support: new  
   Contrary: no evident not new  

3. Support: very clean  
   Contrary: no evident not very clean  

4. Support: comfortable  
   Contrary: no evident not comfortable  

5. Support: mattress was to my taste  
   Contrary: no evident not mattress was to my taste"
14,bad_room,"1. You can hear
   - have evident: You cannot hear

2. airplanes coming and leaving
   - have evident: airplanes do not come and leave

3. from the airport all the time
   - have evident: they do not come and leave from the airport at all times"
16,good_room,"Here is the generated ABA format based on your requirements:

Supports:
- liked
- spacious
- clean
- window view

Contraries:
- No evident not liked
- No evident not spacious
- No evident not clean
- No evident not window view"
17,good_room,"Here is the structured ABA format based on the given text:

- **Supports:**
  - balcony
  - view
  - sea
  - surrounding area

- **Contraries:**
  - No evident not balcony
  - No evident not view
  - No evident not sea
  - No evident not surrounding area"
20,good_room,"1. Clean  
   No evident not clean"
21,good_room,"- **Supports:**
  - Clean
  - Nice
  - Comfortable

- **Contraries:**
  - No evident not clean
  - No evident not nice
  - No evident not comfortable"
