ID,Topic,Test 2
1,good_food,"tasty_food, comfortable_restaurant_for_cozy_evenings, comfortable_restaurant_for_calm_work, cozy_evenings, no_evident_not_tasty_food, no_evident_not_comfortable_restaurant_for_cozy_evenings, no_evident_not_comfortable_restaurant_for_calm_work, no_evident_not_cozy_evenings"
2,good_food,"amazing, no_evident_not_amazing, fresh, no_evident_not_fresh, handmade, no_evident_not_handmade, vegetarian, no_evident_not_vegetarian, humus, no_evident_not_humus, great_cook, great, no_evident_not_great, kind_and_helpful_staff, kind_and_helpful, no_evident_not_kind_and_helpful"
11,good_food,"tasty, no_evident_not_tasty, comfortable, no_evident_not_comfortable, cozy_evenings, no_evident_not_cozy_evenings, calm_work, no_evident_not_calm_work"
12,good_food,"lovely_breakfast, no_evident_not_lovely_breakfast"
16,good_food,"the_food_there, tasty, olive_oil_galore, herbs, no_evident_not_the_food_there, no_evident_not_tasty, no_evident_not_olive_oil_galore, no_evident_not_herbs"
18,good_food,"meals_well_prepared, no_evident_not_meals_well_prepared, good_value, no_evident_not_good_value"
21,good_food,"delicious_breakfast, delicious_dinner, for_each_support, no_evident_not_delicious_breakfast, no_evident_not_delicious_dinner"
22,bad_food,"have_evident_bad_food, too_stodgy, have_evident_too_stodgy"
22,good_food,"restaurant_area, no_evident_not_restaurant_area, nice, no_evident_not_nice"
26,good_food,"restaurant, no_evident_not_restaurant, cheap, no_evident_not_cheap"
31,good_food,"great_restaurant, no_evident_not_great_restaurant, excellent_food, no_evident_not_excellent_food, reasonably_priced, no_evident_not_reasonably_priced"
33,good_food,"breakfast_saves_time, no_evident_not_breakfast_saves_time"
36,bad_food,"no, have_evident_no, this_captures_the_idea_that_there_was_no_information_about_opening_or_closing_times, which_could_be_seen_as_a_negative_aspect"
36,good_food,"excellent_food, no_evident_not_excellent_food, passion_in_presentation, no_evident_not_passion_in_presentation"
41,good_food,"tasty, comfortable_restaurant_for_cozy_evenings, no_evident_not_tasty, no_evident_not_comfortable_restaurant_for_cozy_evenings, no_evident_not_comfortable_restaurant_for_calm_work"
45,good_food,"very_reasonably_priced, easy_choice, no_evident_not_good_food, no_evident_not_very_reasonably_priced, no_evident_not_easy_choice"
53,good_food,"delicious_breakfasts_in_the_hotel_restaurant, no_evident_not_delicious_breakfasts_in_the_hotel_restaurant"
56,bad_food,"great_breakfast, have_evident_great_breakfast"
61,good_food,"excellent, range, food, no_evident_not_excellent, no_evident_not_range, no_evident_not_food"
62,good_food,"tasty_food, no_evident_not_tasty_food, comfortable_restaurant_for_cozy_evenings, no_evident_not_comfortable_restaurant_for_cozy_evenings, comfortable_restaurant_for_calm_work, no_evident_not_comfortable_restaurant_for_calm_work"
64,good_food,"tasty, no_evident_not_tasty, comfortable_restaurant_for_cozy_evenings, no_evident_not_comfortable_restaurant_for_cozy_evenings, comfortable_restaurant_for_calm_work, no_evident_not_comfortable_restaurant_for_calm_work"
66,good_food,"bar, no_evident_not_bar, coffee, no_evident_not_coffee, shop, no_evident_not_shop, chic, no_evident_not_chic"
74,good_food,"tasty_food, no_evident_not_tasty_food, comfortable_restaurant_for_cozy_evenings, no_evident_not_comfortable_restaurant_for_cozy_evenings, comfortable_restaurant_for_calm_work, no_evident_not_comfortable_restaurant_for_calm_work, there_is_a_restaurant_in_the_hotel_with_delicious_food, no_evident_not_delicious_food"
80,good_food,"tasty, no_evident_not_tasty, good, no_evident_not_good, cheap, no_evident_not_cheap"
84,good_food,"very, no_evident_not_very, plenty, no_evident_not_plenty"
86,good_food,"good_breakfast, no_evident_not_good_breakfast"
87,good_food,"nice, restaurant, no_evident_not_nice, no_evident_not_restaurant"
93,good_food,"nice_restaurant, same_building, welcoming, nice_offer, no_evident_not_nice_restaurant, no_evident_not_same_building, no_evident_not_welcoming, no_evident_not_nice_offer"
94,good_food,"tasty_food, no_evident_not_tasty_food, comfortable_restaurant_for_cozy_evenings, no_evident_not_comfortable_restaurant_for_cozy_evenings, comfortable_restaurant_for_calm_work, no_evident_not_comfortable_restaurant_for_calm_work, very_tasty_food, no_evident_not_very_tasty_food, super_service, no_evident_not_super_service"
97,good_food,"excellent_food, no_evident_not_excellent_food"
107,good_food,"good_breakfast, no_evident_not_good_breakfast"
112,good_food,"restaurant, good_service, no_evident_not_restaurant, no_evident_not_good_food, no_evident_not_good_service"
118,good_food,"delicious_hotel_restaurant, no_evident_not_delicious_hotel_restaurant"
126,good_food,"tasty, no_evident_not_tasty"
132,good_food,"delicious, freshly_prepared, many_choices, no_evident_not_delicious, no_evident_not_freshly_prepared, no_evident_not_many_choices"
134,good_food,"chef_great, no_evident_not_chef_great"
139,good_food,"nice_restaurant, external_balcony_if_considering_it_as_a_positive_factor, added_for_each_support, no_evident_not_nice_restaurant, no_evident_not_external_balcony, this_format_adheres_to_the_conditions_specified, focusing_on_the_aspects_relevant_to_food_quality_while_acknowledging_other_positive_attributes_like_the_external_balcony"
140,good_food,"breakfast, no_evident_not_breakfast"
145,good_food,"rich_breakfast_with_various_local_food, no_evident_not_rich_breakfast_with_various_local_food, dinner_a_couple_of_times_at_the_terrace_everything_was_very_tasty, no_evident_not_dinner_a_couple_of_times_at_the_terrace_everything_was_very_tasty"
153,good_food,"beautiful, reasonably, no_evident_not_beautiful, no_evident_not_reasonably"
155,good_food,"freshmade, prepare_by_the_chef, overall_experience_was_good, no_evident_not_freshmade, no_evident_not_prepare_by_the_chef, no_evident_not_overall_experience_was_good"
158,good_food,"tasty, no_evident_not_tasty, first_floor, no_evident_not_first_floor, comfortable_restaurant_for_cozy_evenings, no_evident_not_comfortable_restaurant_for_cozy_evenings, calm_work, no_evident_not_calm_work"
162,good_food,"delicious_breakfast, no_evident_not_delicious_breakfast"
167,good_food,"the_food_is_super_excellent, no_other_supports_provided_as_per_the_original_text, no_evident_not_super_excellent, no_evident_not_no_other_contraries_provided_as_per_the_original_text"
168,good_food,"must_try_food, no_evident_not_must_try_food, delicious_food, no_evident_not_delicious_food"
169,good_food,"we_ate_2_meals, no_evident_not_we_ate_2_meals, both_were_delish, no_evident_not_both_were_delish, the_service_was_great, no_evident_not_the_service_was_great"
170,good_food,"excellent, no_evident_not_excellent, best_that_i_ever_tasted, no_evident_not_best_that_i_ever_tasted"
180,good_food,"delicious_breakfast_freshly_made_croissants, freshly_made_croissants, no_evident_not_freshly_made_croissants"
183,good_food,"tasty_food, comfortable_restaurant_for_cozy_evenings, comfortable_restaurant_for_calm_work, and_their_respective_contraries_starting_with_no_evident_not"
184,good_food,"chef_was_kind, no_evident_not_chef_was_kind, food_was_delicious, no_evident_not_food_was_delicious, jasmine_burger, no_evident_not_jasmine_burger"
185,good_food,"tasty_food, no_evident_not_tasty_food, comfortable_restaurant_for_cozy_evenings, no_evident_not_comfortable_restaurant_for_cozy_evenings, comfortable_restaurant_for_calm_work, no_evident_not_comfortable_restaurant_for_calm_work"
190,good_food,"excellent_breakfast, no_evident_not_excellent_breakfast"
198,good_food,"amazing, no_evident_not_amazing, passion, no_evident_not_passion, fresh, no_evident_not_fresh, good_looking, no_evident_not_good_looking, simple_breakfast_amazing, no_evident_not_simple_breakfast_amazing, lunch_table_looks_like_a_feast, no_evident_not_lunch_table_looks_like_a_feast"
200,good_food,"top, best_club_sandwich, best_work, no_evident_not_top, no_evident_not_best_club_sandwich, no_evident_not_best_work"
209,good_food,"tasty, comfortable_restaurant_for_cozy_evenings, cozy_evenings, no_evident_not_tasty, no_evident_not_comfortable_restaurant_for_cozy_evenings, no_evident_not_cozy_evenings"
211,good_food,"size, delicious, no_evident_not_size, no_evident_not_delicious"
213,good_food,"food_was_good, no_evident_not_good_food, no_evident_not_food_was_good"
221,good_food,"breakfast, outstanding, no_evident_not_breakfast, no_evident_not_outstanding"
226,good_food,"here_s_the_structured_response_based_on_your_conditions, no_evident_not_excellent_staff_owners_contrary, no_evident_not_excellent_staff_owners, ok_restaurant, no_evident_not_ok_restaurant"
232,good_food,"late_breakfast, manager_catered_to_every_need, no_evident_not_late_breakfast, no_evident_not_manager_catered_to_every_need"
233,good_food,"and_contrary_for, breakfast_was_amazing, no_evident_not_amazing, have_everything_we_need_in_the_cafe, no_evident_not_have_everything_we_need_in_the_cafe"
236,good_food,"good_breakfast, breakfast_as_an_extra_was_good, no_evident_not_good_breakfast"
245,good_food,"tasty_food, no_evident_not_tasty_food, great_chef, no_evident_not_great_chef, friendly, no_evident_not_friendly"
246,good_food,"tasty_food, no_evident_not_tasty_food, good, no_evident_not_good, dinner_there, no_evident_not_dinner_there, the_food_was_very_good, no_evident_not_the_food_was_very_good, the_chef_was_very_friendly, no_evident_not_the_chef_was_very_friendly"
250,good_food,"exceedingly_modern, no_evident_not_exceedingly_modern, fabulous_food, no_evident_not_fabulous_food"
252,good_food,"freshly, no_evident_not_freshly, delicious, no_evident_not_delicious"
258,good_food,"food, quiteness, no_evident_not_good_food, no_evident_not_food, no_evident_not_quiteness"
260,good_food,"here_s_the_aba_format_for_your_input, breakfast, no_evident_not_breakfast"
262,good_food,"tasty, no_evident_not_tasty, comfortable, no_evident_not_comfortable, this_format_ensures_that_each_support_is_clearly_paired_with_its_contrary, maintaining_clarity_and_adherence_to_the_specified_guidelines"
268,good_food,"tasty, no_evident_not_tasty, first_floor, no_evident_not_first_floor, comfortable, no_evident_not_comfortable, cozy_evenings, no_evident_not_cozy_evenings, calm_work, no_evident_not_calm_work"
272,good_food,"delicious, no_evident_not_delicious"
278,good_food,"tasty_food, no_evident_not_tasty_food, comfortable_restaurant_for_cozy_evenings, no_evident_not_comfortable_restaurant_for_cozy_evenings, comfortable_restaurant_for_calm_work, no_evident_not_comfortable_restaurant_for_calm_work, no_evident_not_good_food"
279,bad_food,"not_included_breakfast, no_menu, have_evident_not_included_breakfast, have_evident_no_menu"
279,good_food,"small_restaurant, no_evident_not_small_restaurant, hotel_lobby, no_evident_not_hotel_lobby, 10_euros, no_evident_not_10_euros, very_nice_hot_breakfast, no_evident_not_very_nice_hot_breakfast"
282,good_food,"tasty_breakfast, no_evident_not_tasty_breakfast"
